coopeuch-migracion-convenios-rsotpidg,servicio-otp-idg,beanAMQ,ActiveMQ,Bean,Configuración de componente ActiveMQ para mensajería,beanAMQ,AMQ,,,org.apache.activemq.camel.component.ActiveMQComponent,{[amq.broker.url]}|{[amq.username]}|{[amq.password]}|true,,,,,ActiveMQ|{[amq.broker.url]}|usePooledConnection=true,,,,,Configuración ActiveMQ con pool de conexiones. Broker URL configurable,ALTA,
coopeuch-migracion-convenios-rsotpidg,servicio-otp-idg,dataSourceSqlServer,Base Datos,Bean,Configuración de conexión a base de datos SQL Server para SMS,dataSourceSqlServer,JDBC,,,net.sourceforge.jtds.jdbc.Driver,[{jdbc.sqlserver.url.sms}]/PortalWeb|{[jdbc.sqlserver.username.sms]}|{[jdbc.sqlserver.password.sms]}|{[jdbc.sqlserver.timeBetweenEvictionRunsMillis.sms]}|{[jdbc.sqlserver.numTestsPerEvictionRun.sms]}|{[jdbc.sqlserver.minEvictableIdleTimeMillis.sms]}|{[jdbc.sqlserver.maxActive.sms]},,,SQL Server,jdbc.sqlserver.url.sms|jdbc.sqlserver.username.sms|jdbc.sqlserver.password.sms,,,,,Configuración pool conexiones SQL Server para SMS. Driver JTDS. Charset iso_1,ALTA,
coopeuch-migracion-convenios-rsotpidg,servicio-otp-idg,beanRouteFacade,Utilidad,Bean,Bean de utilidad para transformaciones y lógica de negocio,beanRouteFacade,Internal,,,cl.coopeuch.integracion.otpidg.util.RouteFacade,backupBody|excepcionAmq|excepcionCrear|almacenarInformacionOp|validaRut|validarSmsGenerateChallengeRequest|obtenerOTP|transformacionMensajeOut|obtenerDatosError|validarSmsValidateTransactionRequest|validarOTP_SS|iniciarVariables|incrementarLoop|validarStatusSMSRequest|obtenerStatus|checkSolicitarOTPResponse|checkValidarOTPResponse,,,,,,,,,,,Bean de utilidad para transformaciones y manejo de errores,ALTA,
coopeuch-migracion-convenios-rsotpidg,servicio-otp-idg,cxf-inicio,Ruta Principal,Route,Ruta principal que recibe requests y los direcciona según el tipo de operación,direct:cxf-inicio,SOAP,,,cxf:bean:servicioPasswordOTPEndpoint,convertBodyTo|backupBody|ruteoOperacionesBodyTo|tipoRequest|SolicitarRequest|ValidarRequest,,800,SQL Server,jdbc.sqlserver.url.sms,,,ActiveMQ|{[amq.broker.url]},,,,Ruta principal. Convierte body a String. Backup body. Determina tipo request. Direcciona a rutas específicas,ALTA,servicioPasswordOTPEndpoint|beanRouteFacade
coopeuch-migracion-convenios-rsotpidg,servicio-otp-idg,solicitar,Solicitar OTP,Route,Operación para solicitar OTP,direct:solicitar,SOAP|AMQ|StoredProcedure,,,cxf:{{endpoint.IDG.url.AdminService}}|cxf:{{endpoint.IDG.url.authentica}}|beanAMQ:{{amq.queue.fault}}|sql-stored:classpath:etc/sql/pa_insMigracionSSLog.sql,convertBodyTo|inputRut|inputGroupId|grupo|operacion|almacenarInformacionOp|validaRut|migracion|solicitarOTP_SS|validaUsuarioSafesigner|Estado_SMS|CODIGO|probarConexion|xml2xml_SolicitarOTP-SS|errorSafesigner|solicitaIDG|solicitarOTP_IDG|invalidRutSolicitarOTP|xslt|wireTap,,800,SQL Server,jdbc.sqlserver.url.sms,,,ActiveMQ|{[amq.broker.url]}|exchangePattern=InOnly|sql-stored:classpath:etc/sql/pa_insMigracionSSLog.sql|dataSource=dataSourceSqlServer|outputHeader=responseMigracion,,,,,Ruta para solicitar OTP. Extrae RUT y GroupId. Valida RUT. Determina migración. Envía a SafeSigner o IDG. Maneja errores,ALTA,beanRouteFacade|dataSourceSqlServer
coopeuch-migracion-convenios-rsotpidg,servicio-otp-idg,validar,Validar OTP,Route,Operación para validar OTP,direct:validar,SOAP|AMQ|StoredProcedure,,,cxf:{{endpoint.IDG.url.AdminService}}|cxf:{{endpoint.IDG.url.authentica}}|beanAMQ:{{amq.queue.fault}}|sql-stored:classpath:etc/sql/pa_insMigracionSSLog.sql,convertBodyTo|inputRut|inputGroupId|inputOTP|operacion|almacenarInformacionOp|validaRut|migracion|validarOTP_SS|validaUsuarioSafesigner|Estado_SMS|CODIGO|probarConexion|xml2xml_SolicitarOTP-SS|errorSafesigner|validarIDG|invalidRutSolicitarOTP|xslt|wireTap,,800,SQL Server,jdbc.sqlserver.url.sms,,,ActiveMQ|{[amq.broker.url]}|exchangePattern=InOnly|sql-stored:classpath:etc/sql/pa_insMigracionSSLog.sql|dataSource=dataSourceSqlServer|outputHeader=responseMigracion,,,,,Ruta para validar OTP. Extrae RUT, GroupId y OTP. Valida RUT. Determina migración. Envía a SafeSigner o IDG. Maneja errores,ALTA,beanRouteFacade|dataSourceSqlServer
coopeuch-migracion-convenios-rsotpidg,servicio-otp-idg,_routeSolicitarIDG,Solicitar IDG,Route,Operación para solicitar OTP en IDG,direct:solicitaIDG,SOAP,,,cxf:{{endpoint.IDG.url.AdminService}},removeHeaders|IDG.admin.user|framework|IDG.admin.password|IDG.admin.grupo.clientes|SOAPAction|theoriginalbody|xml2xml_IDGLogin|xml2xml_IDGOTPCreate|checkSolicitarOTPResponse|removeIdgPasswodHeader|USER_NOT_EXIST|FAILURE|generatedOTP|expiredyDate|createDate|xml2xml_SolicitarOTPOk|xslt,,800,SQL Server,jdbc.sqlserver.url.sms,,,ActiveMQ|{[amq.broker.url]},,,,Ruta para solicitar IDG. Configura credenciales IDG. Login. Crea OTP. Procesa respuesta. Maneja errores,ALTA,beanRouteFacade
coopeuch-migracion-convenios-rsotpidg,servicio-otp-idg,validarIDG,Validar IDG,Route,Operación para validar OTP en IDG,direct:validarIDG,SOAP,,,cxf:{{endpoint.IDG.url.AdminService}},framework|IDG.admin.user|IDG.admin.password|IDG.admin.grupo.clientes|xml2xml_IDGLogin|xml2xml_IDGOTPGet|checkValidarOTPResponse|removeIdgPasswodHeader|USER_NOT_EXIST|NO_MATCH|FAILURE|xml2xml_ValidarOTPOk|xslt,,800,SQL Server,jdbc.sqlserver.url.sms,,,ActiveMQ|{[amq.broker.url]},,,,Ruta para validar IDG. Configura credenciales IDG. Login. Valida OTP. Procesa respuesta. Maneja errores,ALTA,beanRouteFacade
coopeuch-migracion-convenios-rsotpidg,servicio-otp-idg,solicitarOTP_SS,Solicitar OTP SafeSigner,Route,Operación para solicitar OTP en SafeSigner,direct:solicitarOTP_SS,SOAP|AMQ|StoredProcedure,,,cxf:bean:endpointSMSSafesigner|beanAMQ:{{amq.queue.fault}}|sql-stored:classpath:etc/sql/pa_insMigracionSSLog.sql,framework|validarSmsGenerateChallengeRequest|obtenerOTP|CODIGO|xml2xml_SolicitarOTP-SS|transformacionMensajeOut|errorSafesigner|errorxsolicitarOTP_SS|obtenerDatosError|migracion|errorErrorServidor|solicitaIDG|xslt|wireTap,,800,SQL Server,jdbc.sqlserver.url.sms,,,ActiveMQ|{[amq.broker.url]}|exchangePattern=InOnly|sql-stored:classpath:etc/sql/pa_insMigracionSSLog.sql|dataSource=dataSourceSqlServer|outputHeader=responseMigracion|continuationTimeout=5000|password={{safesigner.cert.password}}|username={{safesigner.cert.usuario}},,,,,Ruta para solicitar OTP SafeSigner. Configura framework. Valida SMS. Envía a SafeSigner. Procesa respuesta. Maneja errores,ALTA,beanRouteFacade|dataSourceSqlServer
coopeuch-migracion-convenios-rsotpidg,servicio-otp-idg,validarOTP_SS,Validar OTP SafeSigner,Route,Operación para validar OTP en SafeSigner,direct:validarOTP_SS,SOAP|AMQ|StoredProcedure,,,cxf:bean:endpointSMSSafesigner|beanAMQ:{{amq.queue.fault}}|sql-stored:classpath:etc/sql/pa_insMigracionSSLog.sql,framework|validarSmsValidateTransactionRequest|validarOTP_SS|CODIGO|xml2xml_ValidarOTP-SS|transformacionMensajeOut|errorSafesigner|errorxvalidarOTP_SS|bloqueoOTP|obtenerDatosError|migracion|errorErrorServidor|validarIDG|xslt|wireTap,,800,SQL Server,jdbc.sqlserver.url.sms,,,ActiveMQ|{[amq.broker.url]}|exchangePattern=InOnly|sql-stored:classpath:etc/sql/pa_insMigracionSSLog.sql|dataSource=dataSourceSqlServer|outputHeader=responseMigracion|continuationTimeout=5000|password={{safesigner.cert.password}}|username={{safesigner.cert.usuario}},,,,,Ruta para validar OTP SafeSigner. Configura framework. Valida SMS. Envía a SafeSigner. Procesa respuesta. Maneja errores y bloqueos,ALTA,beanRouteFacade|dataSourceSqlServer
coopeuch-migracion-convenios-rsotpidg,servicio-otp-idg,bloqueoOTP,Bloqueo OTP,Route,Operación para bloquear OTP,direct:bloqueoOTP,Internal,,,cl.coopeuch.integracion.otpidg.util.RouteFacade,iniciarVariables|validarOTPIDG,,,,,,,,,,,Ruta para bloquear OTP. Inicia variables. Valida OTP IDG,ALTA,beanRouteFacade
coopeuch-migracion-convenios-rsotpidg,servicio-otp-idg,validarOTP-IDG,Validar OTP IDG,Route,Operación para validar OTP IDG,direct:validarOTPIDG,SOAP,,,cxf:{{endpoint.IDG.url.authentica}},validarContador|xml2xmlBloquearOTP|incrementarLoop|validarOTPIDG|xslt,,800,SQL Server,jdbc.sqlserver.url.sms,,,ActiveMQ|{[amq.broker.url]},,,,Ruta para validar OTP IDG. Valida contador. Bloquea OTP. Incrementa loop,ALTA,beanRouteFacade
coopeuch-migracion-convenios-rsotpidg,servicio-otp-idg,probarConexionIDG,Probar Conexión IDG,Route,Operación para probar conexión IDG,direct:probarConexion,SOAP,,,cxf:{{endpoint.IDG.url.authentica}},removeHeaders|SOAPAction|theoriginalbody|xml2xmlin_ProbarConexion|xslt,,800,SQL Server,jdbc.sqlserver.url.sms,,,ActiveMQ|{[amq.broker.url]},,,,Ruta para probar conexión IDG. Remueve headers. Configura SOAPAction. Transforma con XSLT,ALTA,beanRouteFacade
coopeuch-migracion-convenios-rsotpidg,servicio-otp-idg,errorSafesigner,Error SafeSigner,Route,Operación para manejar errores SafeSigner,direct:errorSafesigner,Internal,,,cl.coopeuch.integracion.otpidg.util.RouteFacade,insMigracionLog,,,,,,,,,,,Ruta para manejar errores SafeSigner. Inserta log migración,ALTA,beanRouteFacade
coopeuch-migracion-convenios-rsotpidg,servicio-otp-idg,insMigracionLog,Insertar Log Migración,Route,Operación para insertar log de migración,direct:insMigracionLog,StoredProcedure,,,sql-stored:classpath:etc/sql/pa_insMigracionSSLog.sql,dataSourceSqlServer|outputHeader=responseMigracion,,,SQL Server,jdbc.sqlserver.url.sms,,,pa_insMigracionSSLog,,,,,Ruta para insertar log migración. Ejecuta SP log migración,ALTA,dataSourceSqlServer
coopeuch-migracion-convenios-rsotpidg,servicio-otp-idg,validaUsuarioSafesigner_Safesigner,Validar Usuario SafeSigner,Route,Operación para validar usuario SafeSigner,direct:validaUsuarioSafesigner,SOAP|AMQ|StoredProcedure,,,cxf:bean:endpointSMSSafesigner|beanAMQ:{{amq.queue.fault}}|sql-stored:classpath:etc/sql/pa_insMigracionSSLog.sql,validarStatusSMSRequest|framework|obtenerStatus|CODIGO|probarConexion|errorxsolicitarOTP_SS|errorSafesigner|obtenerDatosError|migracion|operacion|SOLICITAR|VALIDAR|solicitaIDG|validarIDG|xslt|wireTap,,800,SQL Server,jdbc.sqlserver.url.sms,,,ActiveMQ|{[amq.broker.url]}|exchangePattern=InOnly|sql-stored:classpath:etc/sql/pa_insMigracionSSLog.sql|dataSource=dataSourceSqlServer|outputHeader=responseMigracion|continuationTimeout=5000|password={{safesigner.cert.password}}|username={{safesigner.cert.usuario}},,,,,Ruta para validar usuario SafeSigner. Valida status SMS. Obtiene status. Maneja errores,ALTA,beanRouteFacade|dataSourceSqlServer
coopeuch-migracion-convenios-rsotpidg,servicio-otp-idg,excepcion,Manejo Errores,Route,Manejo centralizado de excepciones para OTP IDG. Escribe en cola fault y genera respuesta de error,direct:excepcion,AMQ,,,cl.coopeuch.integracion.otpidg.util.RouteFacade,excepcionAmq|excepcionCrear,,800,,,,ActiveMQ|{[amq.broker.url]}|exchangePattern=InOnly,,,,,JSON marshaling,Handler central de errores OTP IDG. Serializa a JSON. Envía a cola fault. Genera respuesta SOAP,ALTA,ActiveMQ
coopeuch-migracion-convenios-rsplanillaconvenio,servicio-planillaconvenio,servicioOrquestacionPlanillaEndpoint,Endpoint SOAP,Endpoint,Endpoint SOAP para planilla convenio,/convenios/WSPlanillaConvenio,SOAP,etc/wsdl/WSOrquestacionPlanilla.wsdl,,,DataFormat=MESSAGE,,,,,,,,,,,,,Endpoint principal para planilla convenio,ALTA,
coopeuch-migracion-convenios-rsplanillaconvenio,servicio-planillaconvenio,beanAMQ,ActiveMQ,Bean,Configuración de componente ActiveMQ para mensajería,beanAMQ,AMQ,,,org.apache.activemq.camel.component.ActiveMQComponent,{[amq.broker.url]}|{[amq.username]}|{[amq.password]}|true,,,,,ActiveMQ|{[amq.broker.url]}|usePooledConnection=true,,,,,Configuración ActiveMQ con pool de conexiones. Broker URL configurable,ALTA,
coopeuch-migracion-convenios-rsplanillaconvenio,servicio-planillaconvenio,beanRouteFacade,Utilidad,Bean,Bean de utilidad para transformaciones y lógica de negocio,beanRouteFacade,Internal,,,cl.coopeuch.integracion.planillaconvenio.util.RouteFacade,backupBody|excepcionAmq|excepcionCrear|processDetellesPlanillaResponse|processObtenerResumenPlanillalResponse,,,,,,,,,,,Bean de utilidad para transformaciones y manejo de errores,ALTA,
coopeuch-migracion-convenios-rsplanillaconvenio,servicio-planillaconvenio,cxf-inicio,Ruta Principal,Route,Ruta principal que recibe requests y los direcciona según el tipo de operación,direct:cxf-inicio,SOAP,,,cxf:bean:servicioOrquestacionPlanillaEndpoint,convertBodyTo|backupBody|routeOperationBody|tipoRequest|ConsultarRequest|ConsultarResumenRequest,,800,SQL Server,jdbc.url.usuarioConvenio,,,ActiveMQ|{[amq.broker.url]},,,,Ruta principal. Convierte body a String. Backup body. Determina tipo request. Direcciona a rutas específicas,ALTA,servicioOrquestacionPlanillaEndpoint|beanRouteFacade
coopeuch-migracion-convenios-rsplanillaconvenio,servicio-planillaconvenio,consultarRouteOperation,Consultar Planilla,Route,Operación para consultar planilla,direct:consultarRouteOperation,SOAP,,,cxf:{{endpoint.planilla.detail.service.url}},convertBodyTo|requestUsuario|requestCanalDeLlamada|requestIdentidadIni|requestIdentidadFin|requestLineasADesplegar|requestFlagAvanzarRetrocede|requestNumeroDePlanilla|requestCuotaMes|requestCuotaAno|requestIdentidad|xslt|removeHeaders|processDetellesPlanillaResponse,,800,SQL Server,jdbc.url.usuarioConvenio,,,ActiveMQ|{[amq.broker.url]},,,,Ruta para consultar planilla. Extrae parámetros. Transforma con XSLT. Envía a servicio. Procesa respuesta,ALTA,beanRouteFacade
coopeuch-migracion-convenios-rsplanillaconvenio,servicio-planillaconvenio,consultarResumenRouteOperation,Consultar Resumen,Route,Operación para consultar resumen de planilla,direct:consultarResumenRouteOperation,SOAP|AMQ,,,cxf:{{endpoint.consultar.service}}|cxf:{{endpoint.planilla.detail.service.url}},convertBodyTo|inputRut|inputSolicitudId|inputNumeroDePlanillaIn|removeJmsHeader|xslt|utf-8|text/xml;charset=utf-8|employeeEmail|employeeName|employeePhone|processObtenerResumenPlanillalResponse,,800,SQL Server,jdbc.url.usuarioConvenio,,,ActiveMQ|{[amq.broker.url]},,,,Ruta para consultar resumen. Extrae parámetros. Obtiene contactos. Transforma con XSLT. Envía a servicio. Procesa respuesta,ALTA,beanRouteFacade
coopeuch-migracion-convenios-rsplanillaconvenio,servicio-planillaconvenio,excepcion,Manejo Errores,Route,Manejo centralizado de excepciones para planilla convenio. Escribe en cola fault y genera respuesta de error,direct:excepcion,AMQ,,,cl.coopeuch.integracion.planillaconvenio.util.RouteFacade,excepcionAmq|excepcionCrear,,800,,,,ActiveMQ|{[amq.broker.url]}|exchangePattern=InOnly,,,,,JSON marshaling,Handler central de errores planilla convenio. Serializa a JSON. Envía a cola fault. Genera respuesta SOAP,ALTA,ActiveMQ
coopeuch-migracion-convenios-rsserviciopermisosusuario,servicio-permisosusuario,servicioPermisosUsuarioEndpoint,Endpoint SOAP,Endpoint,Endpoint SOAP para permisos de usuario,/convenios/WSServicioPermisosUsuario,SOAP,etc/wsdl/WSServicioPermisosUsuario.wsdl,cl.coopeuch.integracion.serviciopermisosusuario.wsdl.WSServicioPermisosUsuarioSoapPortType,DataFormat=MESSAGE,,,,,,,,,,,,,Endpoint principal para permisos de usuario,ALTA,
coopeuch-migracion-convenios-rsserviciopermisosusuario,servicio-permisosusuario,beanAMQ,ActiveMQ,Bean,Configuración de componente ActiveMQ para mensajería,beanAMQ,AMQ,,,org.apache.activemq.camel.component.ActiveMQComponent,{[amq.broker.url]}|{[amq.username]}|{[amq.password]}|true,,,,,ActiveMQ|{[amq.broker.url]}|usePooledConnection=true,,,,,Configuración ActiveMQ con pool de conexiones. Broker URL configurable,ALTA,
coopeuch-migracion-convenios-rsserviciopermisosusuario,servicio-permisosusuario,beanRouteFacade,Utilidad,Bean,Bean de utilidad para transformaciones y lógica de negocio,beanRouteFacade,Internal,,,cl.coopeuch.integracion.serviciopermisosusuario.util.RouteFacade,backupBody|excepcionAmq|excepcionCrear|validaRut|checkUserPermissionDetailsResponse|changeEncoding,,,,,,,,,,,Bean de utilidad para transformaciones y manejo de errores,ALTA,
coopeuch-migracion-convenios-rsserviciopermisosusuario,servicio-permisosusuario,cxf-inicio,Ruta Principal,Route,Ruta principal que recibe requests y los direcciona según el tipo de operación,direct:cxf-inicio,SOAP,,,cxf:bean:servicioPermisosUsuarioEndpoint,convertBodyTo|backupBody|routeOperationBody|tipoRequest|AutenticarRequest|SolicitarClaveOTPRequest|ActualizarClaveRequest,,800,SQL Server,jdbc.url.usuarioConvenio,,,ActiveMQ|{[amq.broker.url]},,,,Ruta principal. Convierte body a String. Backup body. Determina tipo request. Direcciona a rutas específicas,ALTA,servicioPermisosUsuarioEndpoint|beanRouteFacade
coopeuch-migracion-convenios-rsserviciopermisosusuario,servicio-permisosusuario,autenticar,Autenticar,Route,Operación para autenticar usuario,direct:autenticar,SOAP|AMQ,,,cxf:{{endpoint.idgcontainer.service}}|cxf:{{endpoint.UsuarioConvenio.service}}|cxf:{{endpoint.solicitud.service}}|cxf:{{endpoint.audit.service}}|cxf:{{endpoint.usuarioportalconvenio.service}},convertBodyTo|rut|validaRut|password|GroupId|validaoruserXsl|validarUserStatusCode|lastLogin|utf-8|text/xml;charset=utf-8|getUserDetailsXsl|firstName|secondName|lastName|secondLastName|userType|defaultRegion|getUserPermissionDetailsXsl|checkUserPermissionDetailsResponse|userPermissionsDTO|moduleListStr|adminUser|autenticarAuditRequestsXsl|userPermissions|autenticarResponseXml|autenticarInvalidUser|autenticarPasswordChangerequired|autenticarUserBlocked|blockUserXsl|xslt,,800,SQL Server,jdbc.url.usuarioConvenio,,,ActiveMQ|{[amq.broker.url]},,,,Ruta para autenticar. Valida RUT. Autentica en IDG. Obtiene detalles usuario. Obtiene permisos. Registra auditoría. Genera respuesta,ALTA,beanRouteFacade
